ID,Brand,Model,Type,Year,Age,KmDriven,Transmission,Owner,FuelType,AskPrice
C0953,Maruti Suzuki,Celerio,Hatchback,2019,5,120000,Automatic,Second,Hybrid/CNG,300000
C0954,Maruti Suzuki,Baleno,Hatchback,2017,7,50000,Automatic,First,Petrol,425000
C0955,Mahindra,Thar,SUV,2022,2,19000,Manual,First,Diesel,1599000
C0956,Hyundai,Creta,SUV,2023,1,15000,Automatic,First,Petrol,1690000
C0957,Maruti Suzuki,Swift,Hatchback,2016,8,47500,Manual,First,Petrol,530000
C0958,Hyundai,Creta,SUV,2022,2,44000,Manual,First,Petrol,1350000
C0959,Maruti Suzuki,XL6,MUV,2020,4,78000,Automatic,First,Petrol,1050000
C0960,Mahindra,Thar,SUV,2021,3,28500,Automatic,Second,Petrol,1300000
C0961,Maruti Suzuki,Swift,Hatchback,2022,2,75000,Manual,First,Petrol,575000
C0962,Maruti Suzuki,Swift,Hatchback,2024,0,18950,Automatic,First,Petrol,950000
C0963,Hyundai,Creta,SUV,2021,3,90000,Automatic,First,Diesel,1650000
C0964,Maruti Suzuki,Eeco,MPV,2023,1,53000,Automatic,First,Hybrid/CNG,580000
C0965,Maruti Suzuki,Eeco,MPV,2020,4,63000,Automatic,First,Hybrid/CNG,349000
C0966,Hyundai,Grand i10 Nios,Hatchback,2023,1,10000,Manual,Second,Petrol,635000
C0967,Honda,Amaze,Sedan,2016,8,86000,Manual,Second,Hybrid/CNG,425000
C0968,Tata,Tiago,Hatchback,2020,4,52252,Manual,First,Hybrid/CNG,340000
C0969,Kia,Sonet,SUV,2021,3,34000,Automatic,First,Hybrid/CNG,899000
C0970,Kia,Seltos,SUV,2022,2,30000,Automatic,First,Diesel,2075000
C0971,Maruti Suzuki,Baleno,Hatchback,2017,7,20300,Automatic,First,Petrol,525000
C0972,Maruti Suzuki,S-Presso,Hatchback,2020,4,35000,Manual,First,Petrol,420000
C0973,Skoda,Slavia,Sedao,2022,2,22940,Manual,First,Petrol,1195000
C0974,Hyundai,Aura,Sedan,2021,3,49000,Manual,First,Diesel,790000
C0975,Hyundai,Grand i10 Nios,Hatchback,2021,3,55000,Manual,First,Hybrid/CNG,625000
C0976,Maruti Suzuki,Celerio,Hatchback,2017,7,62000,Automatic,First,Hybrid/CNG,411000
C0977,Mahindra,Thar,SUV,2021,3,51000,Automatic,Second,Diesel,1590000
C0978,Tata,Tigor,Sedan,2023,1,20000,Manual,Second,Hybrid/CNG,730000
C0979,Maruti Suzuki,Wagon-R,Hatchback,2019,5,45640,Manual,Second,Petrol,460000
C0980,Hyundai,Creta,SUV,2020,4,123000,Automatic,First,Petrol,1150000
C0981,Tata,Tiago,Hatchback,2018,6,42000,Automatic,First,Hybrid/CNG,535000
C0982,Maruti Suzuki,Wagon-R,Hatchback,2021,3,60000,Manual,First,Hybrid/CNG,510000
C0983,Maruti Suzuki,Wagon R 1.0,Hatchback,2021,3,89000,Manual,First,Hybrid/CNG,560000
C0984,Maruti Suzuki,Ertiga,MUV,2020,4,51000,Automatic,Second,Hybrid/CNG,950000
C0985,Volkswagen,Taigun,SUV,2022,2,55000,Automatic,Second,Petrol,1425000
C0986,Renault,KWID,Hatchback,2017,7,22000,Manual,Second,Petrol,285000
C0987,Maruti Suzuki,Eeco,MPV,2020,4,70000,Manual,Second,Petrol,450000
C0988,Maruti Suzuki,Baleno,Hatchback,2021,3,17532,Manual,First,Petrol,704429
C0989,Toyota,Innova Crysta,MPV,2022,2,16800,Automatic,First,Diesel,3400000
C0990,Skoda,Kushaq,SUV,2021,3,34000,Manual,First,Petrol,1250000
C0991,Maruti Suzuki,Baleno,Hatchback,2018,6,19000,Manual,First,Petrol,525000
C0992,Hyundai,Grand i10 Nios,Hatchback,2021,3,65900,Automatic,First,Hybrid/CNG,651000
C0993,Tata,Harrier,SUV,2021,3,52000,Automatic,First,Petrol,2050000
C0994,Tata,Harrier,SUV,2022,2,50000,Manual,First,Diesel,1750000
C0995,Maruti Suzuki,Wagon-R,Hatchback,2016,8,89700,Manual,Second,Petrol,369000
C0996,Maruti Suzuki,Wagon-R,Hatchback,2023,1,35000,Automatic,First,Hybrid/CNG,750000
C0997,Maruti Suzuki,Eeco,MPV,2016,8,51000,Manual,Second,Petrol,400000
C0998,Maruti Suzuki,Wagon-R,Hatchback,2019,5,76000,Manual,First,Hybrid/CNG,450000
C0999,Maruti Suzuki,Ertiga,MUV,2020,4,64185,Manual,First,Hybrid/CNG,985000
C1000,Renault,KWID,Hatchback,2020,4,45011,Manual,First,Petrol,375000
C1001,Maruti Suzuki,Celerio,Hatchback,2018,6,72000,Automatic,First,Petrol,400000
C1002,Mahindra,Scorpio Classic,SUV,2022,2,11000,Manual,First,Diesel,1768000
C1003,Maruti Suzuki,Ertiga,MUV,2022,2,5000,Manual,First,Petrol,1060000
C1004,Maruti Suzuki,Baleno,Hatchback,2016,8,120000,Manual,First,Hybrid/CNG,590000
C1005,Maruti Suzuki,Eeco,MPV,2023,1,20000,Manual,Second,Hybrid/CNG,600000
C1006,Maruti Suzuki,Wagon-R,Hatchback,2019,5,65000,Automatic,First,Petrol,600000
C1007,Maruti Suzuki,Ertiga,MUV,2024,0,3000,Manual,First,Hybrid/CNG,1199000
C1008,Hyundai,Verna,Sedan,2016,8,65426,Automatic,Second,Petrol,570000
C1009,Maruti Suzuki,Celerio,Hatchback,2018,6,42000,Automatic,Second,Hybrid/CNG,550000
C1010,Maruti Suzuki,Baleno,Hatchback,2018,6,66000,Automatic,Second,Hybrid/CNG,535000
C1011,Maruti Suzuki,Grand Vitara,SUV,2023,1,9000,Manual,First,Petrol,1450000
C1012,Volkswagen,Tiguan,SUV,2024,0,1,Automatic,First,Petrol,3175000
C1013,Hyundai,Creta,SUV,2018,6,23000,Automatic,First,Petrol,1035111
C1014,Maruti Suzuki,Ertiga,MUV,2016,8,114000,Manual,Second,Hybrid/CNG,619000
C1015,Kia,Seltos,SUV,2019,5,79000,Manual,Second,Petrol,1095000
C1016,Maruti Suzuki,Eeco,MPV,2016,8,152000,Automatic,Second,Hybrid/CNG,380786
C1017,Maruti Suzuki,Jimny,SUV,2023,1,5500,Manual,First,Petrol,955000
C1018,Maruti Suzuki,Baleno,Hatchback,2017,7,65000,Automatic,Second,Hybrid/CNG,570000
C1019,Maruti Suzuki,Ertiga,MUV,2019,5,64000,Automatic,Second,Hybrid/CNG,820000
C1020,Toyota,Urban Cruiser Hyryder,SUV,2024,0,1900,Automatic,First,Hybrid/CNG,2125000
C1021,Maruti Suzuki,Baleno,Hatchback,2016,8,25000,Manual,First,Petrol,515000
C1022,Hyundai,Verna,Sedan,2024,0,8499,Automatic,First,Petrol,1574999
C1023,Maruti Suzuki,Wagon-R,Hatchback,2016,8,57000,Automatic,First,Petrol,399000
C1024,Honda,Amaze,Sedan,2016,8,39000,Manual,Second,Petrol,285000
C1025,Maruti Suzuki,Baleno,Hatchback,2019,5,110000,Automatic,First,Petrol,475000
C1026,Honda,Amaze,Sedan,2017,7,55000,Manual,First,Petrol,395000
C1027,Renault,KWID,Hatchback,2016,8,85000,Manual,First,Hybrid/CNG,179000
C1028,Maruti Suzuki,S-Presso,Hatchback,2022,2,7253,Manual,First,Petrol,495000
C1029,Maruti Suzuki,Ertiga,MUV,2019,5,63000,Automatic,Second,Hybrid/CNG,820000
C1030,Maruti Suzuki,Wagon-R,Hatchback,2022,2,65000,Automatic,Second,Hybrid/CNG,595000
C1031,Maruti Suzuki,Celerio,Hatchback,2019,5,78000,Manual,First,Hybrid/CNG,530000
C1032,Maruti Suzuki,Baleno,Hatchback,2018,6,66000,Automatic,Second,Hybrid/CNG,515000
C1033,Renault,KWID,Hatchback,2019,5,42000,Automatic,Second,Hybrid/CNG,380000
C1034,Hyundai,Verna,Sedan,2019,5,39000,Automatic,First,Hybrid/CNG,825000
C1035,Maruti Suzuki,Alto-K10,Hatchback,2018,6,58296,Automatic,First,Petrol,420000
C1036,Tata,Tigor,Sedan,2018,6,54750,Automatic,First,Hybrid/CNG,450000
C1037,Hyundai,Creta,SUV,2022,2,16000,Manual,First,Petrol,1300000
C1038,Honda,City,Sedan,2017,7,70000,Automatic,Second,Hybrid/CNG,775000
C1039,Honda,City,Sedan,2019,5,78000,Automatic,Second,Hybrid/CNG,810000
C1040,Kia,Seltos,SUV,2022,2,8690,Manual,First,Petrol,1495000
C1041,Maruti Suzuki,Ertiga,MUV,2019,5,65000,Automatic,Second,Hybrid/CNG,820000
C1042,Kia,Sonet,SUV,2023,1,8100,Automatic,First,Petrol,1175000
C1043,Tata,Tiago,Hatchback,2021,3,19000,Automatic,First,Petrol,665000
C1044,Hyundai,Aura,Sedan,2023,1,1234,Automatic,First,Hybrid/CNG,250000
C1045,Maruti Suzuki,Ignis,Hatchback,2021,3,42000,Automatic,First,Hybrid/CNG,540000
C1046,Tata,Tiago,Hatchback,2018,6,68000,Automatic,First,Petrol,399000
C1047,Maruti Suzuki,Wagon-R,Hatchback,2020,4,72500,Manual,First,Hybrid/CNG,425000
C1048,Maruti Suzuki,Celerio,Hatchback,2017,7,80000,Automatic,Second,Hybrid/CNG,450000
C1049,Maruti Suzuki,Baleno,Hatchback,2016,8,77000,Automatic,Second,Hybrid/CNG,489999
C1050,Maruti Suzuki,Celerio,Hatchback,2018,6,92000,Automatic,Second,Petrol,425000
C1051,Maruti Suzuki,Celerio,Hatchback,2016,8,45000,Automatic,Second,Petrol,325000
C1052,Tata,Tiago,Hatchback,2020,4,37000,Automatic,Second,Petrol,435000
C1053,Maruti Suzuki,Celerio,Hatchback,2019,5,86000,Manual,First,Hybrid/CNG,390000
C1054,Toyota,Glanza,Hatchback,2019,5,28000,Automatic,First,Petrol,625000
C1055,Tata,Altroz,Hatchback,2022,2,23000,Manual,First,Diesel,950000
C1056,Maruti Suzuki,Ertiga,MUV,2019,5,67999,Manual,First,Hybrid/CNG,963000
C1057,Renault,Triber,MUV,2020,4,28000,Manual,First,Petrol,589000
C1058,Maruti Suzuki,Celerio,Hatchback,2017,7,64000,Automatic,Second,Hybrid/CNG,320000
C1059,Maruti Suzuki,Alto-K10,Hatchback,2016,8,75000,Automatic,Second,Hybrid/CNG,260000
C1060,Maruti Suzuki,Wagon-R,Hatchback,2018,6,85000,Manual,Second,Petrol,390000
C1061,Maruti Suzuki,Ertiga,MUV,2022,2,25000,Manual,First,Hybrid/CNG,1140000
C1062,Maruti Suzuki,Dzire,Sedan,2023,1,1234,Manual,First,Hybrid/CNG,250000
C1063,Mahindra,Bolero,SUV,2021,3,48000,Manual,First,Diesel,950000
C1064,Maruti Suzuki,Alto-K10,Hatchback,2023,1,51000,Manual,First,Hybrid/CNG,550000
C1065,Maruti Suzuki,Wagon-R,Hatchback,2021,3,35312,Manual,First,Hybrid/CNG,595000
C1066,Maruti Suzuki,XL6,MUV,2021,3,26716,Manual,First,Petrol,1065000
C1067,Maruti Suzuki,Swift,Hatchback,2021,3,52000,Automatic,First,Hybrid/CNG,649000
C1068,Tata,Nexon,SUV,2019,5,90000,Automatic,Second,Hybrid/CNG,650000
C1069,Maruti Suzuki,Celerio,Hatchback,2019,5,41000,Automatic,First,Hybrid/CNG,511000
C1070,Maruti Suzuki,Alto-K10,Hatchback,2016,8,41000,Manual,First,Petrol,325000
C1071,Maruti Suzuki,Eeco,MPV,2021,3,40000,Automatic,First,Hybrid/CNG,440000
C1072,Maruti Suzuki,Baleno,Hatchback,2022,2,51000,Manual,First,Hybrid/CNG,800000
C1073,Mahindra,Thar,SUV,2021,3,50922,Automatic,Second,Diesel,1645000
C1074,Maruti Suzuki,Baleno,Hatchback,2018,6,65000,Automatic,Second,Hybrid/CNG,565000
C1075,Honda,City,Sedan,2017,7,70000,Automatic,First,Petrol,810000
C1076,Maruti Suzuki,Celerio,Hatchback,2017,7,45000,Automatic,Second,Hybrid/CNG,350000
C1077,Maruti Suzuki,Baleno,Hatchback,2019,5,66510,Automatic,First,Petrol,690000
C1078,Maruti Suzuki,Celerio,Hatchback,2016,8,62477,Manual,Second,Hybrid/CNG,295000
C1079,Hyundai,New i20,Hatchback,2021,3,34500,Automatic,First,Petrol,795000
C1080,Maruti Suzuki,Wagon-R,Hatchback,2016,8,95000,Automatic,Second,Hybrid/CNG,264999
C1081,Maruti Suzuki,Eeco,MPV,2022,2,49000,Manual,First,Hybrid/CNG,565000
C1082,Hyundai,Grand i10 Nios,Hatchback,2020,4,54000,Automatic,First,Hybrid/CNG,625000
C1083,Toyota,Glanza,Hatchback,2019,5,28146,Manual,First,Petrol,650000
C1084,Tata,Harrier,SUV,2021,3,129000,Automatic,First,Diesel,1650000
C1085,Maruti Suzuki,Ertiga,MUV,2023,1,30000,Automatic,First,Hybrid/CNG,1190000
C1086,Maruti Suzuki,Eeco,MPV,2022,2,55000,Automatic,Second,Hybrid/CNG,550000
C1087,Hyundai,Creta,SUV,2020,4,35000,Automatic,First,Petrol,1190000
C1088,Hyundai,Venue,SUV,2023,1,27000,Automatic,First,Petrol,1250000
C1089,Hyundai,Creta,SUV,2016,8,55000,Manual,Second,Petrol,675000
C1090,Hyundai,Creta,SUV,2017,7,69000,Automatic,Second,Petrol,785000
C1091,Maruti Suzuki,Eeco,MPV,2022,2,20000,Manual,First,Petrol,485000
C1092,MG,ASTOR,SUV,2022,2,67000,Automatic,Second,Hybrid/CNG,1150000
C1093,Honda,City,Sedan,2016,8,74381,Automatic,First,Hybrid/CNG,599999
C1094,Tata,Nexon,SUV,2021,3,33000,Manual,First,Diesel,845000
C1095,Maruti Suzuki,Celerio,Hatchback,2019,5,60000,Automatic,First,Hybrid/CNG,385000
C1096,Maruti Suzuki,Eeco,MPV,2022,2,19000,Manual,First,Petrol,610000
C1097,Maruti Suzuki,Baleno,Hatchback,2018,6,54000,Manual,First,Petrol,497000
C1098,Maruti Suzuki,Celerio,Hatchback,2016,8,39000,Automatic,Second,Petrol,325000
C1099,Maruti Suzuki,Baleno,Hatchback,2016,8,60000,Manual,Second,Hybrid/CNG,485000
C1100,Mahindra,Bolero Neo,SUV,2022,2,90000,Manual,First,Diesel,800000
C1101,Maruti Suzuki,Baleno,Hatchback,2023,1,10500,Manual,First,Petrol,830000
C1102,Maruti Suzuki,Eeco,MPV,2020,4,70000,Manual,Second,Hybrid/CNG,450000
C1103,Maruti Suzuki,Ignis,Hatchback,2018,6,65000,Automatic,Second,Hybrid/CNG,475000
C1104,Maruti Suzuki,Celerio,Hatchback,2016,8,72000,Manual,Second,Petrol,370000
C1105,Maruti Suzuki,Wagon R 1.0,Hatchback,2017,7,66000,Manual,First,Hybrid/CNG,370000
C1106,Renault,Kiger,SUV,2023,1,19800,Automatic,First,Hybrid/CNG,850000
C1107,Maruti Suzuki,Celerio,Hatchback,2022,2,29000,Automatic,First,Petrol,570000
C1108,Maruti Suzuki,Ignis,Hatchback,2019,5,59000,Automatic,First,Petrol,690000
C1109,Maruti Suzuki,Ignis,Hatchback,2018,6,105000,Automatic,Second,Hybrid/CNG,380000
C1110,Maruti Suzuki,Celerio,Hatchback,2018,6,45000,Automatic,Second,Petrol,475000
C1111,Maruti Suzuki,Baleno,Hatchback,2020,4,49000,Manual,First,Petrol,540000
C1112,Tata,Tigor,Sedan,2018,6,53550,Automatic,First,Hybrid/CNG,450000
C1113,Maruti Suzuki,Wagon-R,Hatchback,2020,4,40000,Automatic,First,Petrol,610000
C1114,Maruti Suzuki,Baleno,Hatchback,2016,8,77000,Automatic,Second,Hybrid/CNG,489999
C1115,Honda,Amaze,Sedan,2017,7,40000,Manual,Second,Hybrid/CNG,400000
C1116,Toyota,Innova Crysta,MPV,2019,5,28000,Automatic,First,Petrol,1499000
C1117,Hyundai,Alcazar,SUV,2022,2,19523,Automatic,First,Petrol,1799999
C1118,Hyundai,Verna,Sedan,2016,8,51200,Automatic,Second,Petrol,539000
C1119,Kia,Seltos,SUV,2019,5,39000,Manual,First,Petrol,1075000
C1120,Maruti Suzuki,Eeco,MPV,2019,5,94000,Manual,Second,Petrol,400000
C1121,Hyundai,Creta,SUV,2016,8,88883,Automatic,First,Petrol,815000
C1122,Maruti Suzuki,Eeco,MPV,2019,5,99000,Manual,First,Hybrid/CNG,400000
C1123,Toyota,Fortuner,SUV,2024,0,4500,Automatic,First,Diesel,4100000
C1124,Maruti Suzuki,Swift,Hatchback,2019,5,48000,Automatic,Second,Petrol,590000
C1125,Maruti Suzuki,Swift,Hatchback,2022,2,40000,Automatic,First,Petrol,765000
C1126,Maruti Suzuki,Celerio,Hatchback,2022,2,54600,Automatic,First,Petrol,650000
C1127,Hyundai,Creta,SUV,2016,8,40000,Automatic,First,Petrol,715000
C1128,Honda,Amaze,Sedan,2019,5,120000,Manual,Second,Petrol,399000
C1129,Honda,City,Sedan,2021,3,30000,Manual,First,Petrol,1025000
C1130,Tata,Tigor,Sedan,2019,5,52000,Automatic,First,Hybrid/CNG,685000
C1131,Honda,City,Sedan,2018,6,68500,Manual,First,Petrol,850000
C1132,Honda,Amaze,Sedan,2019,5,70000,Automatic,Second,Petrol,540000
C1133,Hyundai,Aura,Sedan,2023,1,76652,Automatic,First,Hybrid/CNG,710000
C1134,Maruti Suzuki,Celerio,Hatchback,2017,7,50000,Automatic,First,Petrol,425000
C1135,Hyundai,Creta,SUV,2019,5,85599,Manual,First,Petrol,875000
C1136,Maruti Suzuki,Alto-K10,Hatchback,2017,7,52685,Automatic,First,Hybrid/CNG,299000
C1137,Maruti Suzuki,Ertiga,MUV,2022,2,31000,Manual,First,Hybrid/CNG,995000
C1138,Maruti Suzuki,Ertiga,MUV,2020,4,70000,Manual,First,Hybrid/CNG,699000
C1139,Tata,Tigor,Sedan,2017,7,49000,Automatic,Second,Petrol,400000
C1140,Maruti Suzuki,Ignis,Hatchback,2022,2,10000,Manual,First,Petrol,620000
C1141,Hyundai,Grand i10 Nios,Hatchback,2024,0,2300,Manual,First,Petrol,725000
C1142,Maruti Suzuki,Celerio,Hatchback,2023,1,21000,Manual,First,Petrol,555000
C1143,Hyundai,Creta,SUV,2021,3,68500,Manual,First,Diesel,1095000
C1144,Maruti Suzuki,Ertiga,MUV,2019,5,62000,Automatic,Second,Hybrid/CNG,820000
C1145,Maruti Suzuki,Alto K10,Hatchback,2017,7,52000,Automatic,First,Hybrid/CNG,350000
C1146,Maruti Suzuki,Baleno,Hatchback,2018,6,110000,Automatic,First,Petrol,585000
C1147,Mahindra,Bolero,SUV,2021,3,8500,Manual,Second,Diesel,1095000
C1148,Maruti Suzuki,Eeco,MPV,2018,6,55000,Manual,First,Hybrid/CNG,435000
C1149,Maruti Suzuki,Baleno,Hatchback,2018,6,66000,Automatic,Second,Hybrid/CNG,550000
C1150,Honda,Amaze,Sedan,2019,5,60000,Manual,First,Hybrid/CNG,530000
C1151,Renault,KWID,Hatchback,2017,7,33000,Automatic,Second,Petrol,375000
C1152,Maruti Suzuki,Eeco,MPV,2021,3,28000,Manual,First,Hybrid/CNG,590000
C1153,Maruti Suzuki,Swift,Hatchback,2022,2,9000,Manual,Second,Petrol,670000
C1154,Maruti Suzuki,Brezza,SUV,2023,1,25000,Manual,First,Hybrid/CNG,1085000
C1155,Maruti Suzuki,Wagon-R,Hatchback,2016,8,199995,Manual,First,Hybrid/CNG,300000
C1156,Maruti Suzuki,Eeco,MPV,2016,8,49000,Manual,Second,Petrol,360000
C1157,Tata,Nexon,SUV,2019,5,52000,Automatic,First,Hybrid/CNG,525000
C1158,Maruti Suzuki,Baleno,Hatchback,2022,2,32000,Automatic,Second,Petrol,650000
C1159,Maruti Suzuki,Ertiga,MUV,2017,7,40000,Manual,First,Petrol,765000
C1160,Maruti Suzuki,Baleno,Hatchback,2018,6,47500,Automatic,Second,Petrol,650000
C1161,Hyundai,Verna,Sedan,2016,8,147000,Manual,First,Petrol,515000
C1162,Toyota,Glanza,Hatchback,2019,5,59000,Manual,First,Petrol,575000
C1163,Maruti Suzuki,Ertiga,MUV,2018,6,45000,Manual,First,Hybrid/CNG,760000
C1164,Tata,Harrier,SUV,2023,1,21342,Automatic,First,Diesel,2585000
C1165,Kia,Seltos,SUV,2019,5,28832,Manual,First,Petrol,1250000
C1166,Maruti Suzuki,Wagon-R,Hatchback,2023,1,50000,Manual,Second,Hybrid/CNG,600000
C1167,Maruti Suzuki,Wagon-R,Hatchback,2017,7,62500,Automatic,Second,Hybrid/CNG,345000
C1168,Maruti Suzuki,Ignis,Hatchback,2020,4,43000,Automatic,Second,Petrol,600000
C1169,Maruti Suzuki,Eeco,MPV,2018,6,76491,Automatic,Second,Hybrid/CNG,440000
C1170,Toyota,Glanza,Hatchback,2019,5,90000,Automatic,First,Petrol,620000
C1171,Hyundai,Creta,SUV,2022,2,89000,Automatic,First,Diesel,1651000
C1172,Kia,Seltos,SUV,2019,5,79273,Manual,First,Petrol,950000
C1173,Hyundai,Grand i10 Nios,Hatchback,2021,3,88000,Manual,First,Hybrid/CNG,575000
C1174,Hyundai,Creta,SUV,2022,2,20012,Automatic,First,Petrol,1645000
C1175,Maruti Suzuki,Alto-K10,Hatchback,2018,6,80000,Automatic,Second,Hybrid/CNG,350000
C1176,Honda,City,Sedan,2021,3,60180,Automatic,First,Petrol,1170000
C1177,Maruti Suzuki,Celerio,Hatchback,2019,5,59000,Manual,First,Hybrid/CNG,525000
C1178,Maruti Suzuki,Baleno,Hatchback,2017,7,32000,Automatic,First,Hybrid/CNG,525000
C1179,Tata,Nexon,SUV,2018,6,61000,Automatic,First,Hybrid/CNG,599000
C1180,Mahindra,Thar,SUV,2021,3,26000,Automatic,Second,Petrol,1490000
C1181,Hyundai,Creta,SUV,2018,6,32000,Automatic,First,Petrol,1190000
C1182,Tata,Tiago,Hatchback,2017,7,51000,Automatic,Second,Hybrid/CNG,360000
C1183,Tata,Nexon,SUV,2022,2,53000,Automatic,First,Diesel,950000
C1184,Maruti Suzuki,Eeco,MPV,2022,2,26600,Manual,Second,Petrol,545000
C1185,Honda,City,Sedan,2016,8,60000,Automatic,Second,Petrol,795000
C1186,Hyundai,Grand i10 Nios,Hatchback,2022,2,24000,Manual,Second,Petrol,635000
C1187,Hyundai,Creta,SUV,2022,2,16000,Automatic,Second,Diesel,1650000
C1188,MG,ASTOR,SUV,2022,2,63000,Automatic,First,Petrol,1245000
C1189,Maruti Suzuki,Alto-K10,Hatchback,2017,7,78647,Manual,Second,Hybrid/CNG,247000
C1190,Maruti Suzuki,Ignis,Hatchback,2021,3,80000,Automatic,First,Petrol,685000
C1191,Maruti Suzuki,Wagon-R,Hatchback,2017,7,62000,Automatic,Second,Hybrid/CNG,359000
C1192,Maruti Suzuki,Ignis,Hatchback,2019,5,51000,Automatic,First,Petrol,545000
C1193,Tata,Altroz,Hachback,2020,4,32000,Manual,First,Hybrid/CNG,570000
C1194,Volkswagen,Virtus,Sedan,2021,3,61000,Automatic,First,Petrol,1575000
C1195,Honda,City,Sedan,2018,6,76000,Automatic,Second,Petrol,850000
C1196,Maruti Suzuki,Wagon-R,Hatchback,2021,3,80000,Manual,First,Hybrid/CNG,495000
C1197,MG,Gloster,SUV,2021,3,18000,Automatic,First,Diesel,3298000
C1198,Maruti Suzuki,Ertiga,MUV,2021,3,73000,Manual,First,Hybrid/CNG,1030000
C1199,Maruti Suzuki,Celerio,Hatchback,2020,4,72000,Manual,First,Hybrid/CNG,455000
C1200,Toyota,Urban Cruiser Hyryder,SUV,2022,2,45000,Automatic,First,Hybrid/CNG,1900000
C1201,Maruti Suzuki,Ertiga,MUV,2021,3,81000,Manual,First,Hybrid/CNG,975000
C1202,Renault,KWID,Hatchback,2020,4,42000,Manual,Second,Petrol,335000
C1203,Honda,City,Sedan,2017,7,73000,Manual,Second,Hybrid/CNG,665000
C1204,Maruti Suzuki,XL6,MUV,2021,3,86000,Automatic,First,Petrol,900000
C1205,Maruti Suzuki,Swift,Hatchback,2019,5,91000,Manual,Second,Hybrid/CNG,619999
C1206,Mahindra,Thar,SUV,2021,3,5000,Manual,Second,Petrol,1265000
C1207,Maruti Suzuki,Alto-K10,Hatchback,2017,7,52358,Automatic,First,Hybrid/CNG,299000
C1208,Hyundai,Creta,SUV,2017,7,70000,Manual,Second,Petrol,765000
C1209,Tata,Tiago,Hatchback,2024,0,3000,Automatic,First,Hybrid/CNG,850000
C1210,Maruti Suzuki,Swift,Hatchback,2019,5,40000,Manual,Second,Petrol,615000
C1211,Hyundai,Grand i10 Nios,Hatchback,2020,4,60000,Manual,Second,Petrol,475000
C1212,Renault,KWID,Hatchback,2016,8,30000,Automatic,Second,Petrol,290000
C1213,Maruti Suzuki,Wagon-R,Hatchback,2016,8,120000,Automatic,First,Hybrid/CNG,250000
C1214,Maruti Suzuki,Wagon-R,Hatchback,2022,2,15899,Automatic,Second,Petrol,655000
C1215,Maruti Suzuki,Ertiga,MUV,2023,1,22000,Manual,First,Hybrid/CNG,1170000
C1216,Maruti Suzuki,Ignis,Hatchback,2017,7,51000,Automatic,Second,Hybrid/CNG,400000
C1217,Toyota,Innova Crysta,MPV,2021,3,44000,Automatic,First,Diesel,3050000
C1218,Maruti Suzuki,Swift,Hatchback,2023,1,49000,Manual,First,Hybrid/CNG,720000
C1219,Toyota,Urban Cruiser Hyryder,SUV,2023,1,19000,Automatic,First,Hybrid/CNG,1750000
C1220,Maruti Suzuki,Brezza,SUV,2020,4,70000,Manual,First,Hybrid/CNG,750000
C1221,Maruti Suzuki,Ertiga,MUV,2016,8,54000,Manual,Second,Hybrid/CNG,675000
C1222,Maruti Suzuki,Celerio,Hatchback,2024,0,19000,Automatic,First,Petrol,725000
C1223,Maruti Suzuki,Eeco,MPV,2024,0,35000,Automatic,First,Hybrid/CNG,230000
C1224,Maruti Suzuki,Eeco,MPV,2021,3,63250,Manual,First,Hybrid/CNG,525111
C1225,Maruti Suzuki,Ertiga,MUV,2020,4,45000,Automatic,Second,Hybrid/CNG,1020000
C1226,Maruti Suzuki,Swift,Hatchback,2019,5,7000,Automatic,Second,Petrol,650000
C1227,Maruti Suzuki,Ertiga,MUV,2020,4,181000,Manual,Second,Hybrid/CNG,880000
C1228,Hyundai,i20 N Line,Hatchback,2021,3,26000,Automatic,First,Petrol,915000
C1229,Mahindra,Thar,SUV,2022,2,18000,Automatic,First,Diesel,1600000
C1230,Honda,City,Sedan,2017,7,51000,Automatic,Second,Hybrid/CNG,750000
C1231,Hyundai,Verna,Sedan,2019,5,80000,Automatic,First,Hybrid/CNG,725000
C1232,Hyundai,Venue,SUV,2020,4,43772,Automatic,First,Petrol,1099000
C1233,Hyundai,Venue,SUV,2022,2,6000,Manual,First,Petrol,875000
C1234,Hyundai,Verna,Sedan,2019,5,70000,Manual,First,Hybrid/CNG,849000
C1235,Maruti Suzuki,Wagon-R,Hatchback,2020,4,62000,Manual,First,Petrol,500000
C1236,Hyundai,Grand i10 Nios,Hatchback,2022,2,24000,Manual,First,Hybrid/CNG,690000
C1237,Maruti Suzuki,Celerio,Hatchback,2016,8,68000,Automatic,Second,Petrol,400000
C1238,Renault,KWID,Hatchback,2018,6,63000,Automatic,First,Petrol,325000
C1239,Honda,Amaze,Sedan,2016,8,68000,Automatic,First,Hybrid/CNG,395000
C1240,Renault,KWID,Hatchback,2016,8,48451,Manual,First,Petrol,245000
C1241,Kia,Sonet,SUV,2022,2,68000,Manual,First,Diesel,1190000
C1242,Maruti Suzuki,Celerio,Hatchback,2020,4,78000,Manual,First,Petrol,490000
C1243,Maruti Suzuki,Celerio,Hatchback,2018,6,65630,Automatic,First,Hybrid/CNG,450000
C1244,Maruti Suzuki,Ertiga,MUV,2023,1,7706,Manual,First,Hybrid/CNG,1300000
